id,cut,color,clarity,x,y,z,price
11728,Very Good,D,SI1,6.11,6.14,3.83,8.311
11729,Very Good,E,SI1,6.46,6.49,3.88,8.561
11730,Ideal,D,SI1,4.49,4.37,2.71,6.596
11731,Good,J,SI1,6.34,6.27,4.02,8.237
11732,Ideal,E,VS2,5.7,5.8,3.47,7.908
11733,Very Good,J,VS2,6.04,6.11,3.67,7.733
11734,Very Good,G,VS1,4.72,4.75,2.76,6.545
11735,Ideal,F,VVS1,5.35,5.3,3.26,8.017
11736,Ideal,H,VVS1,5.93,5.89,3.65,8.225
11737,Premium,D,SI2,8.45,8.41,4.95,9.629
11738,Premium,E,VS2,4.43,4.45,2.75,6.613
11739,Ideal,F,VVS2,5.21,5.24,3.22,7.664
11740,Very Good,E,VVS2,5.33,5.36,3.24,7.824
11741,Good,H,SI2,6.31,6.33,3.96,8.325
11742,Good,H,VVS2,6.44,6.41,3.82,8.432
11743,Ideal,H,VS1,7.54,7.51,4.52,9.388
11744,Premium,I,IF,4.32,4.34,2.62,6.447
11745,Premium,J,SI1,6.49,6.44,3.95,8.229
11746,Premium,G,VVS2,4.76,4.73,2.93,6.957
11747,Premium,G,VS2,4.47,4.41,2.77,6.64
11748,Ideal,D,VS2,4.5,4.45,2.66,6.779
11749,Ideal,F,VVS1,4.33,4.37,2.69,6.687
11750,Premium,G,SI2,6.22,6.18,3.87,8.176
11751,Very Good,I,VVS2,5.47,5.51,3.4,7.48
11752,Ideal,F,IF,4.41,4.44,2.75,7.236
11753,Fair,E,VS1,5.94,5.9,4.0,8.094
11754,Ideal,I,VS2,7.73,7.71,4.67,9.355
11755,Premium,J,SI2,6.71,6.64,4.05,8.091
11756,Ideal,G,SI1,5.09,5.05,3.17,7.123
11757,Very Good,H,SI1,6.33,6.36,4.0,8.425
11758,Premium,G,VS2,4.59,4.55,2.87,6.725
11759,Ideal,F,VVS2,5.76,5.82,3.57,8.167
11760,Very Good,E,SI1,4.32,4.27,2.71,6.515
11761,Very Good,E,VVS1,4.35,4.38,2.67,6.791
11762,Premium,H,VVS1,4.11,4.08,2.56,6.397
11763,Very Good,F,VVS1,5.6,5.66,3.55,8.195
11764,Ideal,H,VS2,6.71,6.72,4.16,8.862
11765,Ideal,E,SI2,5.26,5.29,3.26,7.149
11766,Very Good,F,SI2,6.25,6.28,3.81,8.175
11767,Very Good,I,SI1,6.12,6.18,3.92,8.115
11768,Ideal,H,SI1,5.28,5.24,3.21,7.123
11769,Ideal,E,IF,4.39,4.41,2.68,6.895
11770,Very Good,D,VS2,4.63,4.67,2.83,6.838
11771,Fair,F,VS1,6.11,5.97,4.0,8.339
11772,Ideal,G,VVS2,6.57,6.61,4.07,9.047
11773,Premium,F,VS2,4.46,4.48,2.66,6.4
11774,Premium,G,SI2,5.87,5.82,3.66,7.586
11775,Premium,D,VVS2,4.66,4.62,2.92,7.162
11776,Premium,F,VS2,6.36,6.43,3.97,8.698
11777,Premium,H,VS1,4.32,4.3,2.59,6.515
11778,Premium,E,SI1,4.31,4.26,2.7,6.548
11779,Ideal,H,SI2,6.58,6.61,3.9,8.67
11780,Ideal,E,VS2,4.53,4.52,2.81,6.892
11781,Ideal,G,SI2,7.44,7.39,4.51,9.082
11782,Ideal,E,IF,4.38,4.41,2.74,6.926
11783,Very Good,E,SI1,4.23,4.28,2.63,6.265
11784,Ideal,F,SI1,5.43,5.39,3.39,7.411
11785,Premium,H,VS1,6.45,6.42,3.8,8.462
11786,Very Good,D,VS2,4.72,4.77,2.79,6.77
11787,Good,J,SI1,4.25,4.28,2.73,5.826
11788,Premium,I,VS2,7.77,7.68,4.84,9.468
11789,Ideal,E,VS2,5.16,5.18,3.23,7.382
11790,Ideal,F,VS2,5.2,5.17,3.23,7.488
11791,Very Good,H,VS2,8.0,8.05,4.95,9.763
11792,Ideal,H,VS1,4.92,4.95,3.06,6.789
11793,Ideal,E,SI1,6.47,6.44,4.0,8.581
11794,Premium,I,SI1,8.43,8.46,5.2,9.78
11795,Good,H,SI2,7.29,7.37,4.47,9.017
11796,Good,E,SI1,6.31,6.35,4.06,8.389
11797,Ideal,E,VS2,5.6,5.57,3.46,7.733
11798,Ideal,D,VS1,5.54,5.57,3.45,7.955
11799,Ideal,E,VS2,4.3,4.27,2.63,6.815
11800,Very Good,I,SI1,6.45,6.47,4.0,8.395
11801,Premium,G,SI2,6.98,6.91,4.09,8.512
11802,Premium,D,VS2,5.3,5.26,3.2,7.597
11803,Premium,I,VS2,5.37,5.33,3.13,7.098
11804,Ideal,F,VVS1,4.79,4.74,2.97,7.212
11805,Very Good,H,SI2,6.44,6.48,3.89,8.256
11806,Premium,H,VS1,4.57,4.52,2.8,6.697
11807,Ideal,H,VS1,6.69,6.76,4.17,8.895
11808,Very Good,H,VS2,6.64,6.66,4.19,8.619
11809,Very Good,H,VS2,6.13,6.17,3.83,8.431
11810,Ideal,H,VVS1,5.75,5.83,3.52,7.916
11811,Ideal,H,VVS2,6.89,6.77,4.08,8.869
11812,Premium,E,VS2,5.08,5.02,3.17,7.424
11813,Ideal,G,VS2,6.69,6.72,4.08,8.797
11814,Very Good,F,SI2,8.08,8.13,5.15,9.802
11815,Ideal,F,VS1,5.3,5.39,3.31,7.575
11816,Very Good,H,SI1,4.76,4.79,2.96,6.551
11817,Good,H,I1,6.42,6.35,4.08,8.09
11818,Ideal,E,VVS1,4.64,4.6,2.89,7.191
11819,Good,G,SI1,6.42,6.38,3.7,8.277
11820,Ideal,J,SI1,5.83,5.87,3.6,7.955
11821,Premium,F,VS2,4.8,4.75,2.94,6.985
11822,Very Good,E,VS1,5.21,5.26,3.12,7.477
11823,Ideal,G,IF,4.42,4.45,2.73,6.822
11824,Good,F,SI2,4.44,4.48,2.83,6.103
11825,Ideal,G,VVS2,4.93,4.98,3.09,7.175
11826,Ideal,E,SI1,6.86,6.82,4.35,8.949
11827,Ideal,E,VVS2,3.96,4.01,2.46,6.265
11828,Very Good,G,IF,6.47,6.6,4.03,9.015
11829,Ideal,F,SI2,6.69,6.73,4.15,8.514
11830,Good,I,SI2,6.34,6.43,4.0,8.249
11831,Very Good,I,VS2,6.76,6.81,4.23,8.692
11832,Ideal,G,VVS2,5.13,5.16,3.17,7.695
11833,Very Good,H,SI2,6.85,6.95,4.25,8.637
11834,Good,G,SI1,5.06,5.02,3.22,7.159
11835,Very Good,E,SI1,4.69,4.65,2.95,6.782
11836,Premium,J,VS1,4.39,4.34,2.65,6.26
11837,Premium,D,SI1,4.74,4.77,2.81,6.454
11838,Very Good,F,VS1,6.38,6.43,4.03,8.775
11839,Premium,G,VS2,4.83,4.8,2.85,6.967
11840,Premium,I,SI2,6.8,6.85,4.25,8.483
11841,Ideal,G,SI1,6.55,6.58,4.06,8.567
11842,Ideal,D,VS2,4.47,4.43,2.8,6.94
11843,Ideal,E,VVS2,4.92,4.9,2.98,7.196
11844,Ideal,E,VS2,5.32,5.26,3.25,7.491
11845,Ideal,H,VS1,4.36,4.33,2.71,6.548
11846,Premium,J,SI2,6.51,6.45,3.84,7.895
11847,Ideal,D,VVS2,4.37,4.4,2.7,6.733
11848,Good,J,VVS2,6.34,6.31,4.03,8.091
11849,Ideal,D,VS2,4.34,4.38,2.7,6.599
11850,Very Good,G,VS2,7.15,7.18,4.49,9.311
11851,Ideal,H,VS2,4.45,4.48,2.76,6.29
11852,Ideal,F,VVS2,4.73,4.8,2.94,7.017
11853,Premium,H,SI2,6.57,6.59,4.06,8.411
11854,Premium,H,SI1,6.08,6.05,3.64,7.946
11855,Very Good,E,VVS2,3.98,4.04,2.53,6.265
11856,Good,G,VS2,6.33,6.39,4.0,8.62
11857,Premium,H,VVS1,5.35,5.26,3.24,7.591
11858,Good,H,SI1,7.34,7.25,4.65,8.97
11859,Ideal,E,VVS2,4.28,4.33,2.65,6.641
11860,Ideal,F,VS2,6.98,6.86,4.25,9.113
11861,Good,H,VS2,6.28,6.26,4.0,8.301
11862,Premium,E,SI1,6.55,6.51,4.05,8.61
11863,Premium,G,VS2,6.3,6.23,3.76,8.395
11864,Ideal,E,SI2,6.26,6.35,3.92,8.311
11865,Very Good,I,SI2,6.98,7.05,4.42,8.628
11866,Ideal,G,VS1,5.49,5.54,3.32,7.654
11867,Very Good,E,SI1,5.76,5.7,3.62,7.945
11868,Premium,G,IF,6.94,7.0,4.22,9.267
11869,Premium,E,SI2,4.31,4.28,2.64,6.148
11870,Ideal,G,VS2,4.63,4.65,2.86,6.746
11871,Ideal,H,VS2,6.61,6.56,4.12,8.306
11872,Ideal,G,SI1,4.67,4.64,2.89,6.876
11873,Premium,H,SI1,5.65,5.6,3.51,7.655
11874,Premium,I,SI2,7.64,7.58,4.45,8.984
11875,Good,E,I1,7.01,6.95,3.99,8.053
11876,Ideal,I,VS2,4.74,4.75,2.97,6.503
11877,Ideal,G,VS2,5.91,5.93,3.59,8.003
11878,Premium,G,VS2,6.94,6.89,4.21,8.996
11879,Ideal,G,SI2,6.55,6.57,4.06,8.422
11880,Ideal,J,VS2,6.52,6.47,4.0,8.362
11881,Very Good,D,VS2,4.29,4.32,2.74,6.463
11882,Ideal,D,VS1,4.84,4.79,2.96,7.119
11883,Premium,E,VVS1,4.42,4.47,2.69,6.861
11884,Ideal,F,SI2,5.87,5.92,3.49,7.718
11885,Premium,F,SI1,5.88,5.82,3.44,7.622
11886,Ideal,G,VS2,5.7,5.67,3.5,7.922
11887,Very Good,J,VS2,7.72,7.76,4.71,9.16
11888,Ideal,F,VS2,4.53,4.57,2.8,6.588
11889,Premium,I,SI2,4.75,4.7,2.88,6.528
11890,Good,F,VS2,6.11,6.16,3.87,8.39
11891,Premium,H,SI1,8.37,8.28,4.84,9.841
11892,Ideal,H,SI1,5.63,5.66,3.48,7.568
11893,Premium,E,SI2,5.31,5.27,3.17,6.892
11894,Ideal,D,VS2,5.11,5.13,3.17,7.488
11895,Premium,F,VS1,5.09,5.06,3.16,7.516
11896,Premium,H,VS2,4.95,4.8,3.02,6.924
11897,Premium,J,SI2,8.42,8.31,5.17,9.525
11898,Premium,E,SI1,6.41,6.37,3.96,8.487
11899,Premium,D,SI1,7.27,7.23,4.54,9.372
11900,Ideal,H,VS1,5.68,5.71,3.53,7.882
11901,Premium,G,VS2,5.17,5.2,3.17,7.231
11902,Premium,D,VS2,6.14,6.17,3.85,8.517
11903,Ideal,D,VVS2,4.39,4.41,2.73,6.765
11904,Good,D,SI2,7.22,7.18,4.17,8.723
11905,Ideal,F,VS2,5.27,5.3,3.23,7.434
11906,Ideal,G,VVS2,4.78,4.74,2.94,6.981
11907,Very Good,E,VS2,4.66,4.68,2.94,6.541
11908,Ideal,I,VS2,6.22,6.18,3.86,8.23
11909,Ideal,D,SI1,4.37,4.33,2.7,6.596
11910,Premium,I,SI1,7.9,7.78,4.93,9.383
11911,Ideal,I,SI1,6.2,6.24,3.88,8.181
11912,Ideal,F,VVS2,3.97,3.99,2.45,6.477
11913,Fair,E,VVS2,6.28,6.2,4.08,8.977
11914,Fair,I,VS1,5.82,5.74,3.94,7.755
11915,Ideal,I,VVS2,7.01,7.04,4.37,8.973
11916,Ideal,D,VS2,4.36,4.33,2.72,6.848
11917,Premium,F,SI1,4.84,4.88,2.94,6.675
11918,Premium,H,SI1,6.72,6.62,4.11,8.459
11919,Premium,H,SI2,7.32,7.25,4.55,9.028
11920,Ideal,G,VVS1,4.28,4.3,2.67,6.639
11921,Ideal,D,SI1,5.14,5.18,3.19,7.358
11922,Ideal,F,VVS1,4.71,4.74,2.94,7.025
11923,Very Good,G,SI1,5.71,5.72,3.49,7.571
11924,Very Good,F,SI2,8.15,8.18,5.02,9.717
11925,Ideal,G,IF,4.45,4.48,2.72,6.852
11926,Premium,F,SI1,5.7,5.66,3.5,7.761
11927,Good,I,VS1,6.71,6.83,3.9,8.574
11928,Ideal,F,VVS2,6.64,6.68,4.14,9.301
11929,Very Good,E,VVS2,4.45,4.5,2.69,6.889
11930,Ideal,J,VS2,5.65,5.71,3.5,7.519
11931,Premium,H,SI2,8.14,8.03,5.05,9.468
11932,Premium,E,SI1,6.43,6.35,4.02,8.63
11933,Ideal,G,IF,4.32,4.35,2.69,6.76
11934,Ideal,H,VS1,5.19,5.17,3.23,7.363
11935,Premium,G,VS1,7.0,6.91,4.19,9.059
11936,Ideal,E,VS2,7.46,7.43,4.61,9.584
11937,Very Good,F,SI1,6.1,6.13,3.89,8.21
11938,Ideal,G,VS1,3.93,3.95,2.44,6.001
11939,Good,E,SI1,5.94,5.99,3.48,7.98
11940,Premium,F,VS2,4.74,4.77,2.93,6.76
11941,Premium,E,SI1,4.75,4.74,2.98,6.876
11942,Fair,G,VS2,5.57,5.53,3.66,7.255
11943,Ideal,F,SI2,6.34,6.42,4.01,8.54
11944,Very Good,E,VS2,5.11,5.16,3.15,7.412
11945,Premium,G,SI1,4.71,4.67,2.79,6.751
11946,Ideal,E,SI1,5.73,5.74,3.6,7.911
11947,Premium,F,SI1,4.62,4.57,2.81,6.423
11948,Ideal,D,SI1,5.75,5.72,3.48,7.945
11949,Ideal,F,SI2,6.78,6.72,4.08,8.4
11950,Ideal,G,VS1,6.92,6.97,4.27,9.086
11951,Good,E,SI1,6.05,6.1,3.88,8.404
11952,Premium,G,VS2,4.4,4.46,2.74,6.361
11953,Good,I,SI1,7.21,7.18,4.59,8.707
11954,Very Good,E,VVS2,3.99,4.03,2.58,6.304
11955,Good,F,SI1,4.75,4.78,3.02,6.582
11956,Good,D,SI2,4.78,4.81,3.04,6.506
11957,Good,F,SI1,6.12,6.08,3.9,8.19
11958,Very Good,G,SI2,6.14,6.19,3.82,8.145
11959,Very Good,E,VVS2,4.03,4.11,2.48,6.354
11960,Ideal,F,SI1,5.14,5.17,3.15,7.365
11961,Ideal,G,VS1,5.74,5.78,3.54,7.958
11962,Premium,F,SI1,6.58,6.53,4.06,8.489
11963,Ideal,G,VS2,4.4,4.43,2.75,6.361
11964,Premium,F,SI2,4.48,4.44,2.75,6.353
11965,Premium,F,SI1,7.41,7.37,4.48,9.389
11966,Ideal,G,VS2,5.67,5.72,3.56,7.841
11967,Good,H,VS2,5.12,5.09,3.25,7.233
11968,Ideal,G,VVS2,5.22,5.19,3.23,7.645
11969,Very Good,D,SI1,6.12,6.07,3.86,8.367
11970,Ideal,F,SI1,4.7,4.68,2.95,6.851
11971,Ideal,F,VVS2,4.61,4.64,2.9,6.94
11972,Ideal,E,SI1,4.78,4.74,2.97,6.876
11973,Ideal,I,IF,4.38,4.4,2.72,6.454
11974,Ideal,F,VVS1,4.36,4.39,2.71,6.782
11975,Very Good,E,VS1,7.43,7.46,4.43,9.74
11976,Very Good,G,VS1,6.15,6.25,3.8,8.415
11977,Ideal,I,SI1,6.0,6.03,3.72,7.993
11978,Premium,H,VS2,6.98,6.92,4.34,8.852
11979,Ideal,E,SI1,6.59,6.62,4.06,8.945
11980,Ideal,H,VVS1,4.8,4.79,2.99,7.041
11981,Ideal,E,SI1,4.7,4.64,2.89,6.8
11982,Ideal,G,VVS2,6.58,6.62,4.08,9.077
11983,Ideal,I,VS1,6.64,6.6,4.12,8.677
11984,Ideal,J,SI1,6.58,6.55,4.06,8.417
11985,Very Good,E,VVS2,6.53,6.57,3.95,9.076
11986,Fair,F,SI1,5.64,5.6,3.64,7.898
11987,Ideal,G,VS1,5.15,5.12,3.22,7.504
11988,Ideal,J,SI1,7.53,7.5,4.63,8.935
11989,Very Good,G,VVS2,4.71,4.75,2.83,6.652
11990,Premium,F,VS1,6.43,6.37,4.01,8.946
11991,Ideal,D,SI1,4.32,4.34,2.68,6.261
11992,Very Good,J,VS2,7.31,7.34,4.61,8.912
11993,Premium,E,SI1,4.86,4.79,3.0,6.947
11994,Good,E,SI1,6.07,6.11,3.87,8.345
11995,Very Good,F,VS1,4.37,4.39,2.72,6.423
11996,Premium,E,SI2,5.67,5.59,3.54,7.744
11997,Premium,E,SI2,5.99,5.97,3.74,7.853
11998,Very Good,E,VS1,6.35,6.39,3.97,8.926
11999,Premium,E,IF,4.46,4.49,2.72,7.029
12000,Ideal,G,VS2,4.82,4.8,2.99,6.991
12001,Ideal,G,VS2,4.87,4.84,3.02,6.997
12002,Premium,E,VVS1,4.07,4.09,2.54,6.395
12003,Very Good,D,VVS2,5.59,5.66,3.27,8.023
12004,Very Good,I,VS1,7.72,7.76,4.68,9.43
12005,Ideal,D,VS2,5.2,5.24,3.22,7.451
12006,Good,G,VS2,6.74,6.67,4.28,8.999
12007,Very Good,E,VS1,5.14,5.17,3.21,7.499
12008,Ideal,F,VVS1,4.44,4.47,2.78,6.862
12009,Ideal,H,VS1,6.22,6.19,3.85,8.351
12010,Ideal,G,SI2,8.5,8.54,5.2,9.827
12011,Ideal,G,VVS1,5.25,5.27,3.23,7.621
12012,Good,F,SI1,6.05,6.1,3.91,8.293
12013,Very Good,G,VVS1,4.27,4.29,2.6,6.373
12014,Ideal,H,SI2,6.87,6.93,4.26,8.613
12015,Very Good,I,VS1,4.58,4.61,2.8,6.342
12016,Ideal,I,SI2,6.24,6.23,3.84,8.0
12017,Premium,G,VS2,6.72,6.69,4.18,8.873
12018,Ideal,G,SI2,8.22,8.31,4.94,9.708
12019,Premium,H,SI2,6.47,6.42,4.0,8.304
12020,Ideal,G,VS1,5.74,5.69,3.51,7.853
12021,Very Good,F,SI1,6.36,6.4,4.02,8.423
12022,Very Good,E,SI2,4.28,4.31,2.65,6.043
12023,Very Good,D,VVS1,4.4,4.43,2.72,6.923
12024,Good,D,VS2,5.56,5.49,3.54,8.017
12025,Ideal,H,SI1,8.65,8.61,5.43,9.637
12026,Very Good,I,SI1,6.46,6.5,4.06,8.342
12027,Ideal,H,VS1,4.59,4.62,2.83,6.479
12028,Good,F,SI1,5.03,4.94,3.21,6.882
12029,Premium,H,SI1,8.32,8.25,5.01,9.398
12030,Very Good,H,SI1,6.41,6.37,4.05,8.341
12031,Very Good,G,SI1,4.34,4.38,2.68,6.136
12032,Fair,H,SI2,7.31,7.37,4.35,8.868
12033,Premium,D,SI1,6.57,6.54,4.05,8.678
12034,Premium,F,SI1,6.82,6.79,4.19,8.89
12035,Good,E,SI2,6.74,6.72,4.28,8.312
12036,Good,I,VS2,7.26,7.32,4.41,9.08
12037,Good,E,SI1,6.65,6.77,4.27,8.834
12038,Premium,E,VVS1,4.55,4.58,2.77,6.951
12039,Ideal,G,SI1,4.62,4.66,2.87,6.373
12040,Ideal,I,SI1,6.99,6.93,4.19,8.667
12041,Ideal,H,VS2,4.67,4.72,2.91,6.507
12042,Fair,H,SI2,6.7,6.62,4.32,8.264
12043,Ideal,J,SI1,5.72,5.74,3.56,7.504
12044,Premium,F,SI1,6.02,5.96,3.66,8.033
12045,Ideal,F,SI1,4.76,4.81,2.93,6.639
12046,Premium,D,SI1,4.35,4.39,2.65,6.279
12047,Good,D,VS2,4.26,4.32,2.73,6.34
12048,Ideal,I,VS1,5.86,5.9,3.57,7.875
12049,Good,D,VS2,5.68,5.7,3.64,7.947
12050,Ideal,D,VVS2,6.43,6.48,3.97,9.307
12051,Ideal,D,VS2,4.4,4.37,2.7,6.879
12052,Premium,F,VVS2,4.31,4.36,2.66,6.603
12053,Ideal,H,SI1,7.97,7.92,5.12,9.735
12054,Premium,D,SI1,4.77,4.81,2.9,6.673
12055,Ideal,G,VVS1,4.75,4.79,2.92,7.024
12056,Premium,G,SI1,6.4,6.44,4.0,8.441
12057,Ideal,E,SI1,5.1,5.07,3.18,7.274
12058,Premium,E,SI1,4.67,4.64,2.85,6.8
12059,Good,H,VS2,6.27,6.2,4.01,8.409
12060,Ideal,D,SI2,6.52,6.46,4.01,8.538
12061,Good,F,VVS2,4.91,4.8,2.8,6.964
12062,Ideal,D,SI1,5.16,5.11,3.23,7.381
12063,Good,I,SI2,7.23,7.27,4.61,8.964
12064,Premium,H,VS2,7.45,7.4,4.51,9.277
12065,Ideal,G,IF,5.26,5.31,3.23,7.776
12066,Premium,H,VS2,5.4,5.29,3.21,7.254
12067,Ideal,G,VVS2,6.38,6.41,4.0,8.98
12068,Premium,E,VS1,4.37,4.39,2.67,6.599
12069,Ideal,J,SI1,4.88,4.84,3.01,6.562
12070,Very Good,G,VVS2,7.26,7.3,4.56,9.623
12071,Good,H,SI2,6.32,6.37,4.04,8.294
12072,Ideal,G,SI1,5.74,5.79,3.58,7.884
12073,Good,H,SI1,5.82,5.86,3.38,7.764
12074,Ideal,F,SI2,6.38,6.34,3.97,8.18
12075,Good,F,VVS2,5.23,5.27,3.07,7.627
12076,Ideal,H,IF,4.3,4.31,2.66,6.671
12077,Ideal,I,VS1,4.42,4.37,2.73,6.405
12078,Very Good,E,SI2,5.31,5.34,3.4,7.159
12079,Good,D,SI1,6.22,6.28,4.01,8.536
12080,Ideal,E,VS2,5.84,5.86,3.6,8.16
12081,Ideal,G,VS1,5.23,5.2,3.2,7.429
12082,Very Good,F,VS2,5.6,5.64,3.53,7.845
12083,Ideal,E,SI1,5.12,5.08,3.17,7.343
12084,Good,I,SI1,6.58,6.62,4.19,8.456
12085,Ideal,F,VVS2,5.26,5.29,3.28,7.723
12086,Premium,D,SI1,6.21,6.15,3.85,8.447
12087,Ideal,D,VVS2,4.12,4.15,2.54,6.395
12088,Premium,D,SI1,7.35,7.31,4.62,9.497
12089,Good,F,SI1,5.81,5.77,3.72,7.933
12090,Ideal,G,SI1,7.69,7.64,4.72,9.399
12091,Very Good,G,SI1,6.41,6.37,4.03,8.498
12092,Ideal,E,VS2,4.79,4.72,2.95,6.907
12093,Very Good,G,SI1,6.27,6.23,3.95,8.354
12094,Ideal,F,IF,4.31,4.34,2.69,6.887
12095,Premium,G,VS1,5.95,5.89,3.52,7.853
12096,Ideal,H,VVS2,5.74,5.71,3.52,7.838
12097,Good,E,SI1,4.68,4.66,3.0,6.753
12098,Premium,F,VS2,4.45,4.4,2.75,6.75
12099,Ideal,G,VVS1,4.79,4.74,2.96,7.115
12100,Ideal,H,SI2,7.35,7.41,4.58,9.05
12101,Premium,G,SI1,5.22,5.2,3.11,7.175
12102,Very Good,H,VVS1,5.76,5.81,3.61,8.026
12103,Good,F,VS1,4.63,4.67,2.92,6.742
12104,Very Good,I,SI1,5.66,5.7,3.57,7.605
12105,Ideal,E,SI2,6.43,6.4,3.97,8.468
12106,Premium,D,SI2,6.6,6.64,4.05,8.549
12107,Ideal,I,VS1,6.73,6.76,4.16,8.867
12108,Very Good,G,SI1,5.67,5.7,3.55,7.817
12109,Premium,E,VS2,4.31,4.26,2.68,6.738
12110,Premium,G,VS1,5.32,5.27,3.18,7.503
12111,Premium,D,VVS2,5.28,5.22,3.14,7.811
12112,Premium,F,SI1,6.48,6.44,4.02,8.575
12113,Premium,G,SI2,5.9,5.94,3.61,7.703
12114,Premium,G,SI1,7.4,7.31,4.54,9.185
12115,Good,I,SI1,5.59,5.57,3.58,7.447
12116,Very Good,F,SI2,6.06,6.09,3.85,8.15
12117,Ideal,G,IF,4.48,4.5,2.77,6.922
12118,Ideal,G,VS2,7.64,7.59,4.73,9.291
12119,Good,F,SI1,6.1,6.17,3.91,8.292
12120,Premium,H,VS1,4.77,4.75,2.98,6.967
12121,Fair,G,VS2,4.83,4.76,3.13,6.91
12122,Ideal,H,VS2,4.49,4.51,2.78,6.248
12123,Premium,H,SI2,6.0,5.92,3.67,7.746
12124,Very Good,E,IF,6.7,6.79,3.95,9.348
12125,Very Good,J,VS2,5.81,5.85,3.44,7.561
12126,Ideal,F,SI2,5.94,5.99,3.73,8.028
12127,Ideal,I,VS2,5.44,5.49,3.39,7.23
12128,Very Good,F,VS2,5.77,5.8,3.41,7.767
12129,Ideal,F,VVS2,5.12,5.16,3.12,7.556
12130,Ideal,J,VS2,6.8,6.75,4.21,8.438
12131,Ideal,G,SI1,6.04,6.09,3.77,8.208
12132,Ideal,I,VVS1,4.99,5.01,3.08,7.219
12133,Ideal,E,VS1,5.8,5.85,3.55,8.205
12134,Premium,G,VS2,6.44,6.36,4.01,8.595
12135,Ideal,G,VS1,4.4,4.37,2.76,6.719
12136,Very Good,F,VVS1,4.7,4.68,2.97,7.11
12137,Premium,H,SI2,7.6,7.53,4.44,9.003
12138,Ideal,I,VS2,5.69,5.73,3.55,7.675
12139,Very Good,H,VS2,4.26,4.3,2.69,6.159
12140,Premium,E,VS1,6.42,6.38,3.97,8.983
12141,Ideal,H,VVS2,7.43,7.47,4.67,9.47
12142,Premium,G,IF,4.38,4.41,2.68,6.792
12143,Ideal,F,SI2,7.05,6.98,4.4,8.806
12144,Very Good,H,IF,5.42,5.48,3.36,7.748
12145,Fair,G,SI1,5.27,5.24,3.39,7.174
12146,Very Good,D,SI1,6.87,6.92,4.31,9.025
12147,Ideal,H,VVS1,5.22,5.24,3.21,7.485
12148,Premium,H,VS2,7.64,7.52,4.74,9.501
12149,Ideal,G,SI1,4.73,4.76,2.91,6.553
12150,Ideal,I,VVS1,6.62,6.66,4.0,8.846
12151,Very Good,F,SI1,6.38,6.42,4.0,8.443
12152,Ideal,I,VS2,4.64,4.6,2.85,6.501
12153,Premium,H,SI2,7.45,7.36,4.62,9.08
12154,Premium,D,VS2,4.06,3.98,2.35,6.019
12155,Very Good,E,SI1,4.75,4.73,3.0,6.876
12156,Ideal,I,SI1,6.97,7.03,4.33,8.76
12157,Good,I,VS1,4.32,4.27,2.74,6.443
12158,Ideal,G,VS2,4.33,4.36,2.68,6.299
12159,Ideal,H,SI2,4.73,4.75,2.92,6.246
12160,Fair,F,SI2,6.44,6.41,3.86,8.188
12161,Ideal,G,SI1,6.93,6.99,4.25,8.839
12162,Ideal,G,SI2,6.64,6.72,4.06,8.457
12163,Very Good,E,SI1,4.32,4.34,2.72,6.299
12164,Good,D,VS2,5.84,5.77,3.73,8.14
12165,Premium,F,VS2,5.72,5.69,3.48,7.852
12166,Ideal,D,SI1,5.87,5.89,3.67,8.018
12167,Ideal,I,VS1,7.06,7.12,4.34,8.92
12168,Premium,D,SI1,6.57,6.54,3.86,8.618
12169,Fair,D,SI2,6.34,6.28,4.07,8.369
12170,Very Good,D,SI2,4.49,4.45,2.83,6.506
12171,Very Good,F,SI1,5.78,5.84,3.56,8.014
12172,Premium,H,SI2,8.8,8.7,5.36,9.597
12173,Very Good,H,SI1,4.4,4.42,2.78,6.163
12174,Premium,H,VS1,7.96,7.83,4.75,9.655
12175,Premium,D,SI1,4.54,4.49,2.63,6.628
12176,Ideal,F,VS2,5.28,5.31,3.26,7.422
12177,Ideal,D,SI2,8.17,8.14,5.13,9.45
12178,Ideal,D,VS2,4.29,4.25,2.68,6.815
12179,Ideal,E,VVS1,4.38,4.42,2.75,6.702
12180,Premium,I,VS1,6.69,6.64,4.15,8.574
12181,Ideal,F,VVS2,5.7,5.65,3.55,8.012
12182,Very Good,J,VS2,7.34,7.37,4.61,8.948
12183,Very Good,J,VS2,7.32,7.27,4.41,8.897
12184,Good,F,VVS2,6.36,6.4,3.87,8.997
12185,Very Good,G,VS2,5.13,5.16,3.24,7.222
12186,Premium,H,VVS1,4.92,4.96,2.97,7.02
12187,Ideal,D,SI1,6.77,6.82,4.21,8.833
12188,Good,D,SI1,6.09,6.14,3.89,8.333
12189,Very Good,G,SI2,8.25,8.2,5.2,9.424
12190,Premium,H,SI1,7.18,7.13,4.24,8.909
12191,Ideal,E,SI2,5.87,5.92,3.63,7.894
12192,Good,F,VS2,6.18,6.22,3.71,8.355
12193,Premium,F,VS2,4.42,4.39,2.69,6.719
12194,Good,H,SI2,7.95,7.97,4.96,9.577
12195,Premium,G,VS1,4.79,4.83,2.91,6.825
12196,Ideal,J,VVS2,4.97,4.99,3.09,6.86
12197,Premium,E,SI1,6.4,6.3,3.99,8.477
12198,Very Good,E,VS2,5.06,5.03,3.19,7.396
12199,Ideal,F,SI2,5.76,5.7,3.56,7.684
